,"Weekday - Level 1 - Diversified (Average) of 1,200 EVs"
1299,0.6740533333333311
1300,0.6697599999999976
1301,0.6633199999999975
1302,0.6654666666666642
1303,0.667613333333331
1304,0.6590266666666641
1305,0.6568799999999974
1306,0.6547333333333306
1307,0.6568799999999974
1308,0.6482933333333306
1309,0.6418533333333305
1310,0.6439999999999972
1311,0.6418533333333305
1312,0.6354133333333304
1313,0.6354133333333304
1314,0.6332666666666636
1315,0.6268266666666635
1316,0.6225333333333302
1317,0.61609333333333
1318,0.6182399999999968
1319,0.61609333333333
1320,0.6203866666666634
1321,0.61609333333333
1322,0.6096533333333298
1323,0.6075066666666632
1324,0.6139466666666633
1325,0.6096533333333298
1326,0.6075066666666632
1327,0.6053599999999965
1328,0.6010666666666631
1329,0.6096533333333298
1330,0.61609333333333
1331,0.6075066666666632
1332,0.6096533333333298
1333,0.6096533333333298
1334,0.6096533333333298
1335,0.6075066666666632
1336,0.6032133333333298
1337,0.5967733333333297
1338,0.5989199999999965
1339,0.5989199999999965
1340,0.6010666666666631
1341,0.6010666666666631
1342,0.5946266666666632
1343,0.5946266666666632
1344,0.5924799999999965
1345,0.5860399999999966
1346,0.5860399999999966
1347,0.5881866666666632
1348,0.5946266666666632
1349,0.5903333333333298
1350,0.5860399999999966
1351,0.5838933333333299
1352,0.57745333333333
1353,0.57101333333333
1354,0.5688666666666635
1355,0.5688666666666635
1356,0.5645733333333302
1357,0.5624266666666636
1358,0.5667199999999969
1359,0.5624266666666636
1360,0.5688666666666635
1361,0.5688666666666635
1362,0.5667199999999969
1363,0.5602799999999969
1364,0.5559866666666636
1365,0.5559866666666636
1366,0.5559866666666636
1367,0.5473999999999971
1368,0.536666666666664
1369,0.5388133333333305
1370,0.536666666666664
1371,0.5345199999999973
1372,0.5345199999999973
1373,0.5302266666666641
1374,0.5216399999999974
1375,0.5151999999999975
1376,0.5173466666666642
1377,0.5194933333333308
1378,0.5109066666666643
1379,0.5023199999999978
1380,0.49802666666666445
1381,0.49158666666666456
1382,0.49158666666666456
1383,0.48729333333333125
1384,0.4808533333333313
1385,0.482999999999998
1386,0.4808533333333313
1387,0.47011999999999815
1388,0.4658266666666649
1389,0.4572399999999983
1390,0.4550933333333317
1391,0.44865333333333174
1392,0.44650666666666516
1393,0.44221333333333185
1394,0.4379199999999986
1395,0.4379199999999986
1396,0.4336266666666654
1397,0.42718666666666544
1398,0.42718666666666544
1399,0.41859999999999886
1400,0.41645333333333223
1401,0.41645333333333223
1402,0.41859999999999886
1403,0.41859999999999886
1404,0.4143066666666656
1405,0.4100133333333323
1406,0.405719999999999
1407,0.4035733333333324
1408,0.4035733333333324
1409,0.39927999999999914
1410,0.3949866666666659
1411,0.39283999999999925
1412,0.39283999999999925
1413,0.39069333333333256
1414,0.38425333333333267
1415,0.38210666666666604
1416,0.3799599999999994
1417,0.3778133333333327
1418,0.37351999999999946
1419,0.37137333333333283
1420,0.3649333333333329
1421,0.3649333333333329
1422,0.3606399999999997
1423,0.3606399999999997
1424,0.35419999999999974
1425,0.3499066666666665
1426,0.34346666666666653
1427,0.33917333333333327
1428,0.33702666666666664
1429,0.33058666666666675
1430,0.3177066666666669
1431,0.3134133333333336
1432,0.3069733333333337
1433,0.3048266666666671
1434,0.30268000000000045
1435,0.29838666666666713
1436,0.29838666666666713
1437,0.2940933333333338
1438,0.2940933333333338
1439,0.2940933333333338
