,"Weekend - Level 1 - Diversified (Average) of 1,200 EVs"
990,0.6623999999999975
991,0.6623999999999975
992,0.6715999999999974
993,0.6654666666666642
994,0.6685333333333308
995,0.6777333333333306
996,0.6777333333333306
997,0.6869333333333305
998,0.683866666666664
999,0.6899999999999972
1000,0.6869333333333305
1001,0.683866666666664
1002,0.683866666666664
1003,0.6777333333333306
1004,0.6777333333333306
1005,0.683866666666664
1006,0.6869333333333305
1007,0.6869333333333305
1008,0.683866666666664
1009,0.683866666666664
1010,0.6899999999999972
1011,0.6930666666666638
1012,0.699199999999997
1013,0.7053333333333303
1014,0.7083999999999969
1015,0.7083999999999969
1016,0.7145333333333301
1017,0.7206666666666635
1018,0.72373333333333
1019,0.7114666666666636
1020,0.7053333333333303
1021,0.7083999999999969
1022,0.7022666666666637
1023,0.7114666666666636
1024,0.7083999999999969
1025,0.7083999999999969
1026,0.7083999999999969
1027,0.7083999999999969
1028,0.7083999999999969
1029,0.7145333333333301
1030,0.7175999999999968
1031,0.7145333333333301
1032,0.7145333333333301
1033,0.7175999999999968
1034,0.7145333333333301
1035,0.7206666666666635
1036,0.7298666666666633
1037,0.7359999999999965
1038,0.7329333333333299
1039,0.7298666666666633
1040,0.7329333333333299
1041,0.72373333333333
1042,0.7267999999999967
1043,0.7206666666666635
1044,0.7206666666666635
1045,0.7206666666666635
1046,0.7145333333333301
1047,0.7083999999999969
1048,0.7145333333333301
1049,0.72373333333333
1050,0.7298666666666633
1051,0.7329333333333299
1052,0.7390666666666632
1053,0.7482666666666631
1054,0.7543999999999963
1055,0.7513333333333296
1056,0.7482666666666631
1057,0.7513333333333296
1058,0.7451999999999964
1059,0.757466666666663
1060,0.757466666666663
1061,0.757466666666663
1062,0.7605333333333295
1063,0.7605333333333295
1064,0.7605333333333295
1065,0.757466666666663
1066,0.7513333333333296
1067,0.7513333333333296
1068,0.7482666666666631
1069,0.7513333333333296
1070,0.7482666666666631
1071,0.7451999999999964
1072,0.7543999999999963
1073,0.7451999999999964
1074,0.7451999999999964
1075,0.7421333333333298
1076,0.7421333333333298
1077,0.7451999999999964
1078,0.7482666666666631
1079,0.7451999999999964
1080,0.7421333333333298
1081,0.7482666666666631
1082,0.7513333333333296
1083,0.7482666666666631
1084,0.7605333333333295
1085,0.757466666666663
1086,0.7359999999999965
1087,0.7329333333333299
1088,0.7390666666666632
1089,0.7298666666666633
1090,0.7298666666666633
1091,0.7390666666666632
1092,0.7329333333333299
1093,0.7329333333333299
1094,0.7390666666666632
1095,0.7390666666666632
1096,0.7359999999999965
1097,0.72373333333333
1098,0.7267999999999967
1099,0.7206666666666635
1100,0.7145333333333301
1101,0.7022666666666637
1102,0.7022666666666637
1103,0.699199999999997
1104,0.6930666666666638
1105,0.699199999999997
1106,0.7022666666666637
1107,0.7053333333333303
1108,0.7083999999999969
1109,0.7083999999999969
1110,0.7114666666666636
1111,0.7145333333333301
1112,0.7267999999999967
1113,0.7267999999999967
1114,0.7206666666666635
1115,0.7114666666666636
1116,0.7114666666666636
1117,0.7114666666666636
1118,0.7175999999999968
1119,0.7145333333333301
1120,0.7083999999999969
1121,0.7083999999999969
1122,0.7145333333333301
1123,0.7114666666666636
1124,0.7083999999999969
1125,0.7053333333333303
1126,0.7083999999999969
1127,0.7083999999999969
1128,0.7022666666666637
1129,0.7053333333333303
1130,0.699199999999997
1131,0.699199999999997
1132,0.7022666666666637
1133,0.699199999999997
1134,0.699199999999997
1135,0.7053333333333303
1136,0.7145333333333301
1137,0.7175999999999968
1138,0.72373333333333
1139,0.7083999999999969
1140,0.7083999999999969
1141,0.7175999999999968
1142,0.7145333333333301
1143,0.7175999999999968
1144,0.7145333333333301
1145,0.7145333333333301
1146,0.7175999999999968
1147,0.7145333333333301
1148,0.7175999999999968
1149,0.7175999999999968
1150,0.7175999999999968
1151,0.7145333333333301
1152,0.7114666666666636
1153,0.7145333333333301
1154,0.7083999999999969
1155,0.7145333333333301
1156,0.7145333333333301
1157,0.7114666666666636
1158,0.7145333333333301
1159,0.7175999999999968
1160,0.7083999999999969
1161,0.7022666666666637
1162,0.7022666666666637
1163,0.6869333333333305
1164,0.6961333333333304
1165,0.699199999999997
1166,0.6961333333333304
1167,0.699199999999997
1168,0.6961333333333304
1169,0.7022666666666637
1170,0.7145333333333301
1171,0.7053333333333303
1172,0.7053333333333303
1173,0.7022666666666637
1174,0.6930666666666638
1175,0.6961333333333304
1176,0.6961333333333304
1177,0.7022666666666637
1178,0.7083999999999969
1179,0.6961333333333304
