,Weekend - Level 2 - Diversified (75th percentile) of 100 EVs
1372,0.9788800000000002
1373,0.9788800000000002
1374,0.9788800000000002
1375,0.9788800000000002
1376,0.9788800000000002
1377,0.9788800000000002
1378,0.9788800000000002
1379,0.9788800000000002
1380,0.9788800000000002
1381,0.9788800000000002
1382,0.9788800000000002
1383,0.9788800000000002
1384,0.9788800000000002
1385,0.9402400000000001
1386,0.9788800000000002
1387,0.9788800000000002
1388,0.9788800000000002
1389,0.9788800000000002
1390,0.9788800000000002
1391,0.9788800000000002
1392,0.9788800000000002
1393,0.9788800000000002
1394,0.9402400000000001
1395,0.9788800000000002
1396,0.9402400000000001
1397,0.9273600000000001
1398,0.9273600000000001
1399,0.9273600000000001
1400,0.9273600000000001
1401,0.9273600000000001
1402,0.9273600000000001
1403,0.9273600000000001
1404,0.9273600000000001
1405,0.9273600000000001
1406,0.9273600000000001
1407,0.9273600000000001
1408,0.9273600000000001
1409,0.9273600000000001
1410,0.9273600000000001
1411,0.9273600000000001
1412,0.9273600000000001
1413,0.87584
1414,0.87584
1415,0.87584
1416,0.87584
1417,0.87584
1418,0.87584
1419,0.87584
1420,0.87584
1421,0.87584
1422,0.87584
1423,0.87584
1424,0.8371999999999999
1425,0.87584
1426,0.87584
1427,0.87584
1428,0.8371999999999999
1429,0.8371999999999999
1430,0.8371999999999999
1431,0.87584
1432,0.8371999999999999
1433,0.8371999999999999
1434,0.8371999999999999
1435,0.8243199999999999
1436,0.87584
1437,0.8371999999999999
1438,0.8371999999999999
1439,0.8371999999999999
