,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs
1419,1.1849600000000007
1420,1.1849600000000007
1421,1.1849600000000007
1422,1.1334400000000004
1423,1.1334400000000004
1424,1.1334400000000004
1425,1.1334400000000004
1426,1.1334400000000004
1427,1.0819200000000002
1428,1.0819200000000002
1429,1.0948000000000002
1430,1.0819200000000002
1431,1.0819200000000002
1432,1.0819200000000002
1433,1.0819200000000002
1434,1.0819200000000002
1435,1.0432800000000002
1436,1.0432800000000002
1437,1.0304000000000002
1438,1.0432800000000002
1439,1.0304000000000002
